Date,Close,High,Low,Open,Volume
2016-10-27,182.04617309570312,183.28446365110642,181.96931664758029,183.25030957336313,77220200
2016-10-28,181.50814819335938,182.6952010924593,180.7993435894443,182.02055056559064,140623200
2016-10-31,181.5167236328125,182.0632801638312,181.35446242297428,181.8412330215534,61272500
2016-11-01,180.2015838623047,181.8925043167362,178.99746012352333,181.84125364128977,122781800
2016-11-02,179.1170196533203,180.27845404672607,178.68147361145748,179.89414564956775,103330800
2016-11-03,178.29713439941406,179.54397324800323,178.02386268454555,179.3304744269453,88939300
2016-11-04,178.10072326660156,179.24507384660942,177.95554562862452,178.4081620972983,109122100
2016-11-07,182.0290985107422,182.06326562110294,178.10072783000038,178.10072783000038,109794900
2016-11-08,182.8489532470703,183.4125933311949,181.37154487286696,181.6362813584885,106772100
2016-11-09,184.78750610351562,185.4023837583954,181.33735781436422,181.36297663073972,258429000
2016-11-10,185.24867248535156,186.4357255180889,183.7968829751666,185.57319489302805,172113300
2016-11-11,184.8217010498047,185.06081874280605,183.88231383613845,184.53134571272258,100552700
2016-11-14,184.9668426513672,185.5475662432321,184.22387089519597,185.34260267593842,94580000
2016-11-15,186.41014099121094,186.41014099121094,185.14623127076104,185.35118185568197,91652600
2016-11-16,186.05996704101562,186.29054943951428,185.67567173080798,185.7952305613378,65617700
2016-11-17,187.01644897460938,187.07622187385005,186.10266768262042,186.21369124955535,69797200
2016-11-18,186.59800720214844,187.2555873521638,186.4186624227128,187.08479086709053,86265800
2016-11-21,188.007080078125,188.03269889737496,187.0249905910485,187.17016824377677,72402600
2016-11-22,188.3743438720703,188.5536756439477,187.64844242720747,188.31455792748568,67429000
2016-11-23,188.47679138183594,188.52802902338945,187.6654983183874,187.86191362132126,56620200
2016-11-25,189.1770477294922,189.21120180882446,188.7415017746651,188.81837125729808,37872300
2016-11-28,188.2888946533203,189.1428900193489,188.18641937929613,188.86961827830604,76572500
2016-11-29,188.6561279296875,189.10874445158365,188.02416663924018,188.32307024318024,69886700
2016-11-30,188.2035369873047,189.4332926218375,188.14375104601663,189.2710313879842,113291800
2016-12-01,187.51177978515625,188.502404564412,187.15309024313768,188.502404564412,79040500
2016-12-02,187.60569763183594,188.09248125019275,187.2470211382266,187.59716236922688,74840300
2016-12-05,188.73297119140625,189.07456411693533,188.23765232773474,188.4340676083672,67837800
2016-12-06,189.33074951171875,189.36491661997857,188.44260016096956,188.9208354291371,59877400
2016-12-07,191.80734252929688,191.86711542201004,189.05747672208267,189.1770355384427,110738100
2016-12-08,192.27703857421875,192.74673860027067,191.5169832705835,191.78173276231044,99714400
2016-12-09,193.43853759765625,193.45562115822483,192.46498314026493,192.4991502614021,88005800
2016-12-12,193.21644592285156,193.82278834864064,192.79798351457825,193.34454001164195,102016100
2016-12-13,194.50601196289062,195.00133092061142,193.85698006877575,193.87406362757642,110477500
2016-12-14,192.90048217773438,194.90736351854272,192.46493619058313,194.2070940773172,142501800
2016-12-15,193.69471740722656,194.54871290783137,192.9090431103826,193.13962554420834,124972600
2016-12-16,193.3158721923828,194.20926965482172,192.99803567034257,194.14913133565642,156420200
2016-12-19,193.73678588867188,194.15771476654723,193.3502255069753,193.4962588463833,90341100
2016-12-20,194.48414611816406,194.6301925722848,194.03746050844165,194.26938888388705,89838800
2016-12-21,193.94297790527344,194.52711132423568,193.94297790527344,194.35530814852572,67909000
2016-12-22,193.6079559326172,193.91720689008744,193.21279683394997,193.7969433570569,56219100
2016-12-23,193.89141845703125,193.90000402722998,193.4619040077609,193.65087830631836,36697800
2016-12-27,194.37249755859375,194.7676435624427,194.14055605596963,194.15774030631945,42672500
2016-12-28,192.7660675048828,194.64734277198784,192.65440266833653,194.63017163266682,64095000
2016-12-29,192.72312927246094,193.1869990877424,192.28501616652497,192.8347941105853,48696100
2016-12-30,192.0187530517578,193.13549338336978,191.3315272240164,193.0495852394987,108998300
2017-01-03,193.4877166748047,193.99454069132435,192.3194365897589,193.31590037085448,91366500
2017-01-04,194.6387939453125,194.78482730354813,193.80553476004727,193.81412033132852,78744400
2017-01-05,194.48414611816406,194.638778142869,193.69384106895362,194.37248126960412,78379000
2017-01-06,195.17994689941406,195.6438167017955,194.05460811776294,194.59580047699106,71559900
2017-01-09,194.5357208251953,195.0597290602939,194.50135232349612,194.92228126898283,46939700
2017-01-10,194.5357208251953,195.38615117997924,194.149147273665,194.55289196830208,63771900
2017-01-11,195.08547973632812,195.08547973632812,193.78833763321774,194.44979359470986,74650000
2017-01-12,194.59580993652344,194.78479733757604,193.24714141927393,194.57004011890174,72113200
2017-01-13,195.04248046875,195.34313266685308,194.73322959418726,194.76758497681044,62717900
2017-01-17,194.35528564453125,194.81056990593012,193.96872526700736,194.40682528050235,61240800
2017-01-18,194.7847900390625,194.82774410273595,194.05461027983333,194.6043882147299,54793300
2017-01-19,194.06320190429688,194.99954016274512,193.63368749865208,194.86209240708132,66608800
2017-01-20,194.77622985839844,195.26586954642843,194.1147738932784,194.74186135988379,129168600
2017-01-23,194.2693634033203,194.8363255733062,193.51342695107874,194.77620037162023,75061600
2017-01-24,195.51492309570312,195.92725317144743,194.37241343514742,194.48407824473722,95555300
2017-01-25,197.20724487304688,197.20724487304688,196.29666334855813,196.45988091528477,84437700
2017-01-26,197.00115966796875,197.3275949446261,196.72626404388996,197.06128489339548,59970700
2017-01-27,196.69187927246094,197.22447307989955,196.51147740763082,197.0784397168194,59711100
2017-01-30,195.47207641601562,196.03044009388663,194.49278375585737,196.00467026923067,79737300
2017-01-31,195.45484924316406,195.514987559318,194.41543158963867,194.98238071531566,75880800
2017-02-01,195.5321044921875,196.36536336272928,194.94797127987314,195.45479505662897,79117700
2017-02-02,195.66102600097656,195.9445071250719,194.84495112674284,195.53216379489243,69657600
2017-02-03,197.00965881347656,197.1900606261048,196.25372239437576,196.56297328192488,80563200
2017-02-06,196.65753173828125,197.00115125370314,196.32251090308506,196.60599208790404,57790100
2017-02-07,196.66607666015625,197.28457851110494,196.47708925526968,197.04405146992943,57931200
2017-02-08,196.92376708984375,197.05261616691757,196.12486348876837,196.66605582795688,51566200
2017-02-09,198.09207153320312,198.3927237865184,196.92379169339242,196.92379169339242,65955200
2017-02-10,198.8737335205078,199.09708937584264,198.10919848681564,198.43563359369702,66015900
2017-02-13,199.9561767578125,200.21388807002674,199.3376748515951,199.36344467204233,55182100
2017-02-14,200.7550811767578,200.76367985599123,199.43218224134307,199.77578860936848,71109000
2017-02-15,201.80308532714844,201.99207275035496,200.48877204341161,200.54031168469666,86785800
2017-02-16,201.63128662109375,202.00926147588143,200.88393559041765,201.82885961964467,84722400
2017-02-17,201.9490966796875,201.9490966796875,200.95262003092606,200.96980427872967,77204100
2017-02-21,203.1517333984375,203.32353654345866,202.3098757046762,202.3184743819581,88946100
2017-02-22,202.97140502929688,203.1947478878758,202.58484453617226,202.748062170718,62115200
2017-02-23,203.10879516601562,203.50394111958892,202.35284553971434,203.48676997916627,74615900
2017-02-24,203.3665008544922,203.4094418121065,202.22399087630657,202.2669449416613,82381600
2017-02-27,203.68434143066406,203.85614458778943,203.03148419049145,203.2805968021621,56515400
2017-02-28,203.13455200195312,203.54688217733758,202.74799164329642,203.30635514938498,96961900
2017-03-01,205.9779815673828,206.44186458797842,204.76674747862452,204.78393172954287,149158200
2017-03-02,204.68087768554688,205.79761819361104,204.6293380341776,205.78901951321984,70246000
2017-03-03,204.80966186523438,204.97287944797426,204.2169298469644,204.59490464746935,81974300
2017-03-06,204.19976806640625,204.55195995780062,203.5984373429105,204.01936622780934,55391500
2017-03-07,203.58984375,204.25129965513565,203.38367210083368,203.89909466987922,65103700
2017-03-08,203.21189880371094,204.13965169965755,203.07445101740572,203.88194037727087,78168800
2017-03-09,203.46957397460938,203.7960091321492,202.50746585690035,203.3321262127252,90683900
2017-03-10,204.1826171875,204.46609834720095,203.2376799884968,204.42314427311115,81991700
2017-03-13,204.2856903076172,204.32864438040932,203.79605057946623,204.12247269565265,57256800
2017-03-14,203.50393676757812,203.79601654914697,202.89403360209778,203.74446380575915,59880800
2017-03-15,205.26499938964844,205.68592836449596,203.83900794775064,204.07094947329878,96081800
2017-03-16,204.86122131347656,205.47972320907772,204.53479922416713,205.402413749063,78344000
2017-03-17,204.50140380859375,205.31240587517215,204.50140380859375,205.1225963206639,89002100
2017-03-20,204.27713012695312,204.78615895879375,203.8888880207148,204.50144457028145,52537000
2017-03-21,201.654296875,205.0018332238527,201.52488723873597,204.88104650841805,131809300
2017-03-22,202.1288604736328,202.41357489403939,201.06766175376634,201.68885445924116,97569200
2017-03-23,201.9131317138672,203.04335309989824,201.54214864232134,202.12882322004916,100410300
2017-03-24,201.7664794921875,202.78453716514386,200.98999527263658,202.21512154769727,112504900
2017-03-27,201.5594024658203,201.81823491644124,199.82524742676122,200.10132571992898,87454500
2017-03-28,203.0261688232422,203.44891587810224,201.1453314733169,201.25749530326857,93483900
2017-03-29,203.21592712402344,203.44887766371772,202.51708866970682,202.74141628747404,61950400
2017-03-30,203.8629913330078,204.0614370101192,202.9829794096838,203.15552999280033,56737900
2017-03-31,203.3884735107422,204.05279389108298,203.33669648930265,203.52650607361866,73733100
2017-04-03,203.03472900390625,203.6386625847675,201.80960283565494,203.44023008636267,85546500
2017-04-04,203.1641387939453,203.25042066188962,202.3703956349636,202.75001479029498,56466200
2017-04-05,202.5602264404297,204.81204651620817,202.3531578345219,203.8371165982791,108800600
2017-04-06,203.12960815429688,203.64725980194245,202.25820615890115,202.69822519887737,69135800
2017-04-07,202.92254638671875,203.61276177143904,202.4393995668436,202.87940545678057,74412300
2017-04-10,203.04336547851562,203.8371086898843,202.51707764475574,203.06062448619653,67615300
2017-04-11,202.80181884765625,202.90534657790053,201.317859945241,202.6637730974857,88045300
2017-04-12,201.9131317138672,202.71551096254174,201.68881728675328,202.52570138392045,81864400
2017-04-13,200.60174560546875,202.3100319998575,200.60174560546875,201.57667553274217,92880400
2017-04-17,202.3790283203125,202.3790283203125,200.9209516639989,201.11938415921915,68405400
2017-04-18,201.77508544921875,202.3100093351554,201.09350608400823,201.64567581176254,83225800
2017-04-19,201.4041290283203,202.70690115523192,201.17980140736037,202.33591803559278,68699900
2017-04-20,203.04336547851562,203.48338460340221,201.69745250424853,202.0166717401344,92572200
2017-04-21,202.39630126953125,203.01749393015078,201.99943622593705,202.96573006922685,110389800
2017-04-24,204.62228393554688,204.82935258903368,202.3704633423584,204.63090685932042,119209900
2017-04-25,205.8128662109375,206.1579674025081,205.17441452528865,205.2606964055646,76698300
2017-04-26,205.6833953857422,206.65832511330024,205.64026762043648,205.7783001659891,84702500
2017-04-27,205.85595703125,206.15791720916425,205.3210332003571,206.00262566019637,57410300
2017-04-28,205.40731811523438,206.1406612708753,205.2778953244058,206.1147793456623,63532800
2017-05-01,205.92501831054688,206.3477784632554,205.51089424478687,205.92501831054688,66882500
2017-05-02,206.0027313232422,206.18390488996573,205.59723007326266,206.06311812389333,57375700
2017-05-03,205.75244140625,206.09755572089628,205.07948494864596,206.00265092996418,73137700
2017-05-04,205.99398803710938,206.13203374500333,205.14848111459466,206.0543879710992,61462700
2017-05-05,206.8050537109375,206.8223127209225,205.92502850844568,206.36504769207525,62001300
2017-05-08,206.7705078125,206.9948222387099,206.34774772277183,206.84815359486905,48385700
2017-05-09,206.5806884765625,207.22776296193527,206.23557418550524,207.0293304725549,51363200
2017-05-10,206.95169067382812,206.95169067382812,206.3304980572237,206.53756665101363,54293800
2017-05-11,206.5289764404297,206.6929041242144,205.4505186942327,206.50309450770234,62358300
2017-05-12,206.18382263183594,206.57206471326526,205.9163672682905,206.27872742194222,53912700
2017-05-15,207.3226776123047,207.4434643287316,206.58932122807815,206.60658023464333,61918900
2017-05-16,207.1328887939453,207.64191763813506,206.74464667828815,207.61603570807566,51241800
2017-05-17,203.45751953125,207.13289858586077,203.39711958174536,207.13289858586077,172174100
2017-05-18,204.27713012695312,205.1226372061691,203.12101356502765,203.37984602410845,107047700
2017-05-19,205.6057586669922,206.27009215798319,204.70848783994123,204.76025169239898,115011400
2017-05-22,206.6497039794922,206.8136316163142,206.04577044759293,206.114780138584,61010600
2017-05-23,207.10699462890625,207.27092228610908,206.64109358582823,207.0207127572947,48341700
2017-05-24,207.59014892578125,207.693676643599,207.0034611403605,207.33995255279973,46927700
2017-05-25,208.58230590820312,208.85839735058266,207.8921036317834,208.0991590488035,64071700
2017-05-26,208.53919982910156,208.7031143297026,208.31487221764533,208.3925180071036,46629900
2017-05-30,208.3579864501953,208.60818279463714,208.06464917332852,208.2199407323412,35201900
2017-05-31,208.30624389648438,208.68586307701707,207.6160284014036,208.65134506164196,91796000
2017-06-01,209.96273803710938,209.9799970435517,208.4787794374206,208.7634938022781,68962000
2017-06-02,210.6615447998047,210.81684950495756,209.72113314363025,210.01447038532018,88666100
2017-06-05,210.50628662109375,210.77374198177247,210.3078409572391,210.48902761450537,44698800
2017-06-06,209.83334350585938,210.49766390691767,209.75568455366084,209.9454941438962,50375400
2017-06-07,210.2215576171875,210.44587202815976,209.50546028842197,210.16979376579113,54144300
2017-06-08,210.3251190185547,210.7996430069901,209.79883117042922,210.31649609686164,65950700
2017-06-09,210.00587463378906,211.38629233108014,208.74623048480618,210.5925491930658,132256400
2017-06-12,209.96273803710938,210.0145018916717,209.11723102814028,209.76430553969885,86108100
2017-06-13,210.98947143554688,211.04123529985745,210.15258718981383,210.4976883950623,60067000
2017-06-14,210.72198486328125,211.26551852292656,209.9023465836892,211.25689560173907,78602300
2017-06-15,210.31649780273438,210.43728453124618,209.0999944310873,209.37607273992884,66464900
2017-06-16,210.36245727539062,210.52718436310528,209.4868187704982,210.47516806781985,84553100
2017-06-19,212.11373901367188,212.17442027941766,211.09070340784731,211.18607102170412,65123800
2017-06-20,210.68319702148438,211.76691375013706,210.66586707867998,211.75824877873487,56906400
2017-06-21,210.63124084472656,211.1861034389839,210.16308090509006,211.0734058627381,55977600
2017-06-22,210.53582763671875,211.1340414287775,210.36243559398292,210.63987344553215,44148100
2017-06-23,210.7873077392578,211.11674873053062,210.21510195535575,210.59657247795712,66986800
2017-06-26,210.92596435546875,211.8709754678572,210.7178991944742,211.45481868793817,56700500
2017-06-27,209.22669982910156,211.00399800962012,209.20935665635997,210.70921698887196,82247700
2017-06-28,211.09942626953125,211.29882651197488,210.00703096534323,210.24111756323617,70042600
2017-06-29,209.2440643310547,211.2987873400625,208.0389716674855,211.24677104550017,106949700
2017-06-30,209.6342010498047,210.42315013272864,209.4434658159337,210.05034463781132,86820700
2017-07-03,209.98963928222656,211.0039966029294,209.98963928222656,210.57050989003255,39153800
2017-07-05,210.47512817382812,210.6831933155326,209.54746032051654,210.3537524315126,54427600
2017-07-06,208.55050659179688,209.83362384316334,208.36843631115232,209.71224806572283,65400800
2017-07-07,209.90293884277344,210.05032273922362,208.55912737294966,209.1226680429866,57972300
2017-07-10,210.12835693359375,210.50116240696096,209.59950258460685,209.90294859248792,36663300
2017-07-11,209.9723358154297,210.28444683689426,208.81059438013204,210.1283847116784,50354600
2017-07-12,211.5502166748047,211.71494377022336,210.93467284651766,210.93467284651766,59610400
2017-07-13,211.90557861328125,212.01828935757922,211.33337315155998,211.55879464015595,39471600
2017-07-14,212.8939666748047,213.24942891151053,211.81025002311347,211.9056176176208,60262700
2017-07-17,212.86798095703125,213.19743508711832,212.6945889202881,212.81596466890477,33531900
2017-07-18,212.9806671142578,213.03268339637143,212.1223587724942,212.46047783519572,42742500
2017-07-19,214.1337890625,214.14245403505353,213.2841455094894,213.29282371100865,51034300
2017-07-20,214.22915649414062,214.50658113424,213.68295895752232,214.38520537376544,47135200
2017-07-21,214.03839111328125,214.06439925622144,213.43149916744,213.65692071154007,82340800
2017-07-24,213.98638916015625,214.1250948554731,213.51821609794712,213.9603677865093,46622300
2017-07-25,214.506591796875,214.8360459755248,214.28118343877938,214.73200015497065,54915600
2017-07-26,214.5152130126953,214.8273239527601,214.2551315867777,214.792650838959,47575400
2017-07-27,214.31582641601562,215.0094077966364,212.99802311573262,214.9747346806394,70766600
2017-07-28,214.064453125,214.19449387242534,213.38821478045384,213.83903152417315,50088400
2017-07-31,213.9430694580078,214.55861327840122,213.73499104083677,214.46324565748534,65838700
2017-08-01,214.41989135742188,214.57594023678143,213.89970196829188,214.5412671176901,55050400
2017-08-02,214.52392578125,214.662644716735,213.59625778278055,214.54993392803271,47211200
2017-08-03,214.10775756835938,214.4371984660233,213.83031972931158,214.4111903222331,40856000
2017-08-04,214.49795532226562,214.82739631571883,214.1164847971395,214.5933229535472,60191800
2017-08-07,214.8966522216797,214.8966522216797,214.46316560277674,214.56721138700746,31995000
2017-08-08,214.3678741455078,215.79838843328037,213.99508187076393,214.58461753193095,61719400
2017-08-09,214.3591766357422,214.41119292395376,213.32747615633122,213.68293843106287,62632600
2017-08-10,211.33343505859375,213.6569306918411,211.2814187702836,213.52687674210125,120479500
2017-08-11,211.6455535888672,212.2351024117232,211.32477764683614,211.55886418157053,74869900
2017-08-14,213.74362182617188,213.96036518186153,212.88532660417815,212.91999972034407,73291900
2017-08-15,213.7176513671875,214.1424731816764,213.41421855309565,214.12513000605298,55242700
2017-08-16,214.0904083251953,214.63660578722943,213.66558660706167,214.23779221214846,56715500
2017-08-17,210.75259399414062,213.795679576412,210.75259399414062,213.48356857384485,128490400
2017-08-18,210.42315673828125,211.7062738918112,209.98099175998811,210.58787060091672,136748000
2017-08-21,210.58787536621094,210.84797008362776,209.66022052315,210.36246699989866,65469700
2017-08-22,212.7899932861328,212.9460421774711,211.15141378224735,211.16875695760717,63140100
2017-08-23,212.0269775390625,212.4517991972661,211.68019352797197,211.82757739413356,50203800
2017-08-24,211.53285217285156,212.56453944331724,211.3247737870032,212.40849057565453,50741700
2017-08-25,212.0269775390625,212.93730210437764,211.8795936729009,212.32174527138562,64445900
2017-08-28,212.0357208251953,212.5819051488729,211.61956400938766,212.55589700150568,40565600
2017-08-29,212.27845764160156,212.53853909724913,210.6138569516661,210.72656773509016,51135700
2017-08-30,213.28414916992188,213.5529220712823,212.07905651601493,212.2611267744893,62030800
2017-08-31,214.56729125976562,214.81004279839868,213.31884721595745,213.89971791404133,103803900
2017-09-01,214.87069702148438,215.29551877510065,214.72331312222116,214.94005648507263,62007000
2017-09-05,213.32748413085938,214.59327118350407,212.36514307607808,214.3678496208747,91398800
2017-09-06,214.05575561523438,214.38520978428556,213.4748849475156,214.003739320956,57916900
2017-09-07,214.02972412109375,214.37652142673002,213.62224555507393,214.35917825420708,58034700
2017-09-08,213.7783203125,214.23781519434118,213.53556879865806,213.74363396539954,63832800
2017-09-11,216.0585174560547,216.1365419126065,215.02681665619664,215.04414660500692,71364800
2017-09-12,216.78675842285156,216.82143154724108,216.24056080370087,216.42263108640702,56896000
2017-09-13,216.89077758789062,216.92546393909893,216.3879313271056,216.5006421250822,59228000
2017-09-14,216.82138061523438,217.0207940277763,216.3965721036551,216.56996414280775,95446300
2017-09-15,217.11328125,217.20040087831916,216.57309435272185,216.67764322455182,95432400
2017-09-18,217.5750274658203,217.92353252183636,217.19166392743324,217.47918658122356,46235200
2017-09-19,217.79290771484375,217.8800406506662,217.4705397826157,217.8190449366666,47108100
2017-09-20,217.87130737304688,217.98457752444963,216.87805311466042,217.88002864292014,59574100
2017-09-21,217.2875518798828,217.80160160197312,217.113299314129,217.7144819664055,48211400
2017-09-22,217.33106994628906,217.49661450000565,216.9651356513124,216.99127286562393,51214000
2017-09-25,216.88670349121094,217.4269035897625,216.14612695268764,217.0783852528558,57064400
2017-09-26,217.0174102783203,217.5575971007393,216.78216205468613,217.3136409038652,54082000
2017-09-27,217.862548828125,218.2459123642395,216.83443631812563,217.71443351546543,81001400
2017-09-28,218.12396240234375,218.20237405540473,217.49664258862123,217.58376221603876,44778800
2017-09-29,218.89065551757812,218.96908045781802,217.93225993918287,218.11522044563844,85578000
2017-10-02,219.8403778076172,219.8403778076172,218.9429512512324,219.11721709572956,59023000
2017-10-03,220.31088256835938,220.3370197886667,219.7619743526678,219.8403993082085,66810200
2017-10-04,220.57223510742188,220.81619132358347,220.0494641901518,220.1627343243042,55953600
2017-10-05,221.879150390625,221.8965663385826,220.60708157503166,220.90331222571203,63522800
2017-10-06,221.62646484375,221.9139875099942,221.1734109102285,221.43478306625389,80646000
2017-10-09,221.2605743408203,221.91403144950237,220.99918883842372,221.85304903256053,35803100
2017-10-10,221.8442840576172,222.21893963932018,221.28666796651436,221.82686811027568,43057400
2017-10-11,222.19284057617188,222.19284057617188,221.58294994908832,221.74848124495355,47674300
2017-10-12,221.86172485351562,222.22765918598844,221.62647660599134,221.8791540963811,47065100
2017-10-13,222.13182067871094,222.41063538908594,221.86172723717084,222.29736525116894,54800400
2017-10-16,222.42807006835938,222.61975187422956,222.01858253176565,222.35837967951406,38221700
2017-10-17,222.5848846435547,222.62845110323354,222.15795461008904,222.37577361386636,31561000
2017-10-18,222.80270385742188,223.00309361859325,222.61102207034773,222.9595271588733,40888300
2017-10-19,222.86367797851562,222.89853646284217,221.60905172970456,222.02726047930824,61903800
2017-10-20,224.0137481689453,224.03991197327463,222.84625487383053,223.6565484256935,89176400
2017-10-23,223.1425018310547,224.36230960211688,223.06409017535535,224.33617238355043,63915300
2017-10-24,223.53457641601562,223.76981137229262,223.1773500525499,223.5694349022459,66935900
2017-10-25,222.42807006835938,223.31677541424685,221.3041297472279,223.2035052667913,103715300
2017-10-26,222.71559143066406,223.30805279459497,222.59361330899486,223.0379726265612,69798000
2017-10-27,224.5364990234375,224.69334888925644,222.72425689686983,223.45612544351619,85562500
2017-10-30,223.7001190185547,224.4407089563266,223.40388836129273,223.4561627955605,54285700
2017-10-31,224.0486297607422,224.30130725889842,223.7523990960091,224.07476697853525,60304800
2017-11-01,224.3448486328125,225.16385019959108,223.97892760294408,224.82406638614185,54202700
2017-11-02,224.43202209472656,224.57142947055752,223.21224079275353,224.27519876788108,56449500
2017-11-03,225.1813201904297,225.22487336002712,224.17933139732267,224.58883223063762,59589700
2017-11-06,225.5298309326172,225.66051703390133,224.9809227179865,225.0506131089256,49652600
2017-11-07,225.3729705810547,225.96543186902304,224.86761562013888,225.6343427406781,57502200
2017-11-08,225.75633239746094,225.85218659269393,224.9199148053821,225.198729532487,50469600
2017-11-09,224.93736267089844,225.12904447666784,223.3603284661559,224.55399905935963,95085500
2017-11-10,224.8677215576172,225.0419874722865,224.2404014897512,224.5540748183069,59984700
2017-11-13,225.0767059326172,225.30324618964931,224.15315554673057,224.1880140299429,50228600
2017-11-14,224.55398559570312,224.6585344672659,223.49972243256397,224.27517087871254,61315200
2017-11-15,223.43003845214844,224.10963272602055,222.72430695963646,223.5868617639876,80811500
2017-11-16,225.3293914794922,225.69533909325546,224.32742941239627,224.3709825760484,67777000
2017-11-17,224.66720581054688,225.30324683213357,224.58879416501952,224.98087898188828,75756800
2017-11-20,225.05056762695312,225.24224939984404,224.66720408117126,224.91118687324328,48075500
2017-11-21,226.52301025390625,226.7059973351499,225.01571998050593,225.81727890976654,69176800
2017-11-22,226.32266235351562,226.66244616724182,226.1571177863148,226.53176008503942,45033400
2017-11-24,226.84542846679688,226.9500039318348,226.67118920353894,226.81059656768687,27856500
2017-11-27,226.7321319580078,227.18518584375184,226.53172893336713,226.888955235085,52274900
2017-11-28,229.03233337402344,229.0584705922239,227.0980994594827,227.19395365237457,98971700
2017-11-29,228.89291381835938,229.6944994491904,228.44858113262555,229.16300725511863,77512100
2017-11-30,230.89686584472656,231.80297375843676,229.7293591722956,229.80777082314165,127894400
2017-12-01,230.41766357421875,231.1582535565381,227.19395804711638,230.67906235051507,164390900
2017-12-04,230.13888549804688,232.45645656258978,230.08658446911275,232.02953977531664,94040600
2017-12-05,229.31109619140625,231.01878943552867,229.18041012998373,229.31109619140625,77994500
2017-12-06,229.3546905517578,229.78163388140953,228.8929153256221,229.4069649857178,75898600
2017-12-07,230.0778350830078,230.3914816466155,229.09328905407722,230.0778350830078,77218600
2017-12-08,231.3324737548828,231.34116843324517,230.0429758449776,231.0275218706693,76563900
2017-12-11,232.02955627441406,232.09055198814374,231.30640874768952,232.02955627441406,83077500
2017-12-12,232.43907165527344,232.90956826462156,232.06442925766308,232.81371405288377,85195800
2017-12-13,232.41285705566406,233.11858844010973,232.32572414379501,232.68295046999603,102905400
2017-12-14,231.4632110595703,232.82239964339814,231.4109366209028,232.70912949653976,100666700
2017-12-15,233.3906707763672,233.8548063287974,232.4098580410537,232.46239967150672,144610300
2017-12-18,234.8706817626953,235.22096824626072,234.6780201879625,234.78310346051757,83653600
2017-12-19,233.96865844726562,235.15963771971707,233.8985851223314,235.11586193549044,82382900
2017-12-20,233.84605407714844,234.9844917700065,233.548309245557,234.93195013649887,76751500
2017-12-21,234.32772827148438,235.0370938759789,234.08252503819358,234.46784822267168,67032300
2017-12-22,234.266357421875,234.38020650875674,233.73214864307707,234.34516985314593,78720900
2017-12-26,233.9861602783203,234.20509264680368,233.7234521261973,233.86354532390112,45244400
2017-12-27,234.1000213623047,234.45907367200337,233.8285473495083,234.15256299541727,57751000
2017-12-28,234.58154296875,234.62534545756418,234.21375172344142,234.59907465432786,45116100
2017-12-29,233.6971435546875,235.17712843378723,233.50450873565194,235.1596234661862,96007400
2018-01-02,235.36978149414062,235.40481815322119,234.17003649075016,234.55535956521518,86655700
2018-01-03,236.85858154296875,237.00746733124353,235.53622131969905,235.53622131969905,90070400
2018-01-04,237.85684204101562,238.3385092309832,236.91983192352953,237.49781651640686,80636400
2018-01-05,239.44203186035156,239.56462012410364,238.15470810262897,238.64511460793756,83524000
2018-01-08,239.87989807128906,240.0375230077794,239.056709991639,239.34568904187134,57319200
2018-01-09,240.42279052734375,241.0445510051159,240.0199357049953,240.30017556615664,57254000
